종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"032350","롯데관광개발","KOSPI","서비스업","9190","170","1.88","700011517570"
"089860","롯데렌탈","KOSPI","서비스업","27950","350","1.27","1023922060850"
"330590","롯데리츠","KOSPI","서비스업","3300","5","0.15","801797317200"
"000400","롯데손해보험","KOSPI","보험","2865","60","2.14","889113556800"
"023530","롯데쇼핑","KOSPI","유통업","74200","200","0.27","2099025621000"
"020150","롯데에너지머티리얼즈","KOSPI","전기전자","47800","750","1.59","2204097913000"
"280360","롯데웰푸드","KOSPI","음식료품","121000","3300","2.80","1141583454000"
"004000","롯데정밀화학","KOSPI","화학","47750","-450","-0.93","1231950000000"
"286940","롯데정보통신","KOSPI","서비스업","37650","-1000","-2.59","579671862150"
"004990","롯데지주","KOSPI","기타금융","28950","-150","-0.52","3037122411150"
"00499K","롯데지주우","KOSPI","기타금융","36100","50","0.14","29082268300"
"005300","롯데칠성","KOSPI","음식료품","128100","100","0.08","1188625040400"
"005305","롯데칠성우","KOSPI","음식료품","68700","200","0.29","53263797000"
"011170","롯데케미칼","KOSPI","화학","121000","2200","1.85","5175825699000"
"071840","롯데하이마트","KOSPI","유통업","9570","-100","-1.03","225925803840"
"027740","마니커","KOSPI","음식료품","1171","6","0.52","74371647988"
"357430","마스턴프리미어리츠","KOSPI","서비스업","3100","5","0.16","82398000000"
"001080","만호제강","KOSPI","철강금속","47150","0","0.00","195672500000"
"088980","맥쿼리인프라","KOSPI","기타금융","12770","20","0.16","5564927903350"
"094800","맵스리얼티1","KOSPI","기타금융","4255","35","0.83","395010078405"
"138040","메리츠금융지주","KOSPI","기타금융","84200","2400","2.93","17123931998800"
"090370","메타랩스","KOSPI","섬유의복","2040","-5","-0.24","50805565560"
"017180","명문제약","KOSPI","의약품","2250","30","1.35","76395271500"
"009900","명신산업","KOSPI","운수장비","15450","-110","-0.71","810663554850"
"012690","모나리자","KOSPI","종이목재","3075","0","0.00","112456609125"
"005360","모나미","KOSPI","유통업","2960","10","0.34","55936028720"
"009680","모토닉","KOSPI","운수장비","8160","40","0.49","269280000000"
"009580","무림P&P","KOSPI","종이목재","3045","0","0.00","189911546580"
"009200","무림페이퍼","KOSPI","종이목재","2165","-10","-0.46","90084156150"
"033920","무학","KOSPI","음식료품","5150","20","0.39","146775000000"
"008420","문배철강","KOSPI","철강금속","2985","-25","-0.83","61202962425"
"025560","미래산업","KOSPI","의료정밀","1947","-18","-0.92","59246762190"
"007120","미래아이앤지","KOSPI","서비스업","1228","-42","-3.31","34241041152"
"396690","미래에셋글로벌리츠","KOSPI","서비스업","3370","5","0.15","133472017800"
"357250","미래에셋맵스리츠","KOSPI","서비스업","3300","60","1.85","82483846500"
"085620","미래에셋생명","KOSPI","보험","4555","5","0.11","806308740895"
"006800","미래에셋증권","KOSPI","증권","8460","60","0.71","5036376811680"
"00680K","미래에셋증권2우B","KOSPI","증권","3900","20","0.52","546000000000"
"006805","미래에셋증권우","KOSPI","증권","4380","25","0.57","61651785000"
"002840","미원상사","KOSPI","화학","183300","2500","1.38","870675000000"
"268280","미원에스씨","KOSPI","화학","136600","400","0.29","683000000000"
"107590","미원홀딩스","KOSPI","기타금융","78200","700","0.90","181424000000"
"134380","미원화학","KOSPI","화학","70400","-100","-0.14","154828467200"
"003650","미창석유","KOSPI","화학","80300","1500","1.90","139695661600"
"377740","바이오노트","KOSPI","의약품","4630","30","0.65","472519502240"
"003610","방림","KOSPI","섬유의복","2195","125","6.04","92879427550"
"001340","백광산업","KOSPI","화학","7790","0","0.00","349914390530"
"035150","백산","KOSPI","화학","11390","40","0.35","256445850000"
"002410","범양건영","KOSPI","건설업","1655","-25","-1.49","41096930210"
"007210","벽산","KOSPI","비금속광물","2280","-15","-0.65","156316800000"
"002760","보락","KOSPI","화학","1236","-15","-1.20","74036400000"
"003850","보령","KOSPI","의약품","13210","-100","-0.75","907394900000"
"000890","보해양조","KOSPI","음식료품","510","6","1.19","70951265790"
"003000","부광약품","KOSPI","의약품","6700","180","2.76","476122428300"
"001270","부국증권","KOSPI","증권","26350","250","0.96","273246496100"
"001275","부국증권우","KOSPI","증권","21950","-50","-0.23","65850000000"
"026940","부국철강","KOSPI","철강금속","3265","25","0.77","65300000000"
"011390","부산산업","KOSPI","비금속광물","57800","-600","-1.03","61036800000"
"005030","부산주공","KOSPI","운수장비","486","0","0.00","38288532168"
"002070","비비안","KOSPI","섬유의복","1163","-2","-0.17","34650410370"
"100220","비상교육","KOSPI","서비스업","5230","-50","-0.95","67972955430"
"090460","비에이치","KOSPI","전기전자","17400","-180","-1.02","599680194600"
"030790","비케이탑스","KOSPI","서비스업","904","0","0.00","19208323080"
"005180","빙그레","KOSPI","음식료품","53700","600","1.13","529011641700"
"003960","사조대림","KOSPI","음식료품","35850","-150","-0.42","328546141950"
"008040","사조동아원","KOSPI","음식료품","970","1","0.10","136910262000"
"007160","사조산업","KOSPI","농업, 임업 및 어업","38600","0","0.00","193000000000"
"014710","사조씨푸드","KOSPI","음식료품","3535","20","0.57","60867549505"
"006090","사조오양","KOSPI","음식료품","8630","-10","-0.12","81318237570"
"001470","삼부토건","KOSPI","건설업","2050","-155","-7.03","418731470700"
"448730","삼성FN리츠","KOSPI","서비스업","5170","-30","-0.58","399641000000"
"006400","삼성SDI","KOSPI","전기전자","472500","17000","3.73","32491240425000"
"006405","삼성SDI우","KOSPI","전기전자","264000","10000","3.94","427124544000"
"006660","삼성공조","KOSPI","운수장비","8390","60","0.72","68179774460"
"028260","삼성물산","KOSPI","유통업","160000","-5000","-3.03","29694667200000"
"02826K","삼성물산우B","KOSPI","유통업","118000","-1800","-1.50","192036150000"
"207940","삼성바이오로직스","KOSPI","의약품","840000","-17000","-1.98","59786160000000"
"032830","삼성생명","KOSPI","보험","97900","500","0.51","19580000000000"
"018260","삼성에스디에스","KOSPI","서비스업","158100","-100","-0.06","12233430180000"
"028050","삼성엔지니어링","KOSPI","서비스업","24650","-850","-3.33","4831400000000"
"009150","삼성전기","KOSPI","전기전자","144900","-4700","-3.14","10823116550400"
"009155","삼성전기우","KOSPI","전기전자","72600","-200","-0.27","211047038400"
"005930","삼성전자","KOSPI","전기전자","78900","-400","-0.50","471015843195000"
"005935","삼성전자우","KOSPI","전기전자","66700","900","1.37","54886542890000"
"001360","삼성제약","KOSPI","의약품","1872","46","2.52","176271411888"
"010140","삼성중공업","KOSPI","운수장비","9080","230","2.60","7990400000000"
"016360","삼성증권","KOSPI","증권","42000","450","1.08","3750600000000"
"068290","삼성출판사","KOSPI","서비스업","22150","150","0.68","221500000000"
"029780","삼성카드","KOSPI","기타금융","41450","900","2.22","4802351031950"
"000810","삼성화재","KOSPI","보험","335000","-8000","-2.33","15870570395000"
"000815","삼성화재우","KOSPI","보험","252500","2500","1.00","805980000000"
"006110","삼아알미늄","KOSPI","철강금속","92200","-1200","-1.28","1356438655200"
"145990","삼양사","KOSPI","음식료품","49050","2150","4.58","505874673450"
"145995","삼양사우","KOSPI","음식료품","27850","250","0.91","10306449500"
"003230","삼양식품","KOSPI","음식료품","193000","4200","2.22","1453871895000"
"002170","삼양통상","KOSPI","기타제조업","50900","200","0.39","152700000000"
"272550","삼양패키징","KOSPI","화학","17900","-30","-0.17","282617210900"
"000070","삼양홀딩스","KOSPI","기타금융","72000","1200","1.69","616627512000"
"000075","삼양홀딩스우","KOSPI","기타금융","55100","400","0.73","16753595800"
"003720","삼영","KOSPI","화학","3940","0","0.00","133960000000"
"002810","삼영무역","KOSPI","유통업","13820","40","0.29","255213221360"
"005680","삼영전자","KOSPI","전기전자","9480","150","1.61","189600000000"
"023000","삼원강재","KOSPI","운수장비","2895","15","0.52","115800000000"
"004380","삼익THK","KOSPI","기계","17340","90","0.52","364140000000"
"002450","삼익악기","KOSPI","기타제조업","1285","2","0.16","116332225775"
"004440","삼일씨엔에스","KOSPI","비금속광물","4425","70","1.61","56338865475"
"000520","삼일제약","KOSPI","의약품","10500","800","8.25","195787326000"
"009770","삼정펄프","KOSPI","종이목재","25200","0","0.00","62999269200"
"005500","삼진제약","KOSPI","의약품","20350","-100","-0.49","282865000000"
"004690","삼천리","KOSPI","전기가스업","98300","-100","-0.10","398608957500"
"010960","삼호개발","KOSPI","건설업","3305","5","0.15","82625000000"
"004450","삼화왕관","KOSPI","기계","31400","100","0.32","67647500600"
"009470","삼화전기","KOSPI","전기전자","25150","-50","-0.20","166337573000"
"011230","삼화전자","KOSPI","전기전자","4485","95","2.16","75808609500"
"001820","삼화콘덴서","KOSPI","전기전자","32400","-350","-1.07","336798000000"
"000390","삼화페인트","KOSPI","화학","9040","-570","-5.93","245919359760"
"001290","상상인증권","KOSPI","증권","750","3","0.40","81252840000"
"041650","상신브레이크","KOSPI","운수장비","3830","195","5.36","82235653500"
"075180","새론오토모티브","KOSPI","운수장비","4010","30","0.75","76992000000"
"007540","샘표","KOSPI","기타금융","49550","250","0.51","142495890000"
"248170","샘표식품","KOSPI","음식료품","28050","350","1.26","128140422300"
"007860","서연","KOSPI","기타금융","11410","-320","-2.73","267905020040"
"200880","서연이화","KOSPI","운수장비","19990","-160","-0.79","540298455630"
"017390","서울가스","KOSPI","전기가스업","58200","200","0.34","291000000000"
"004410","서울식품","KOSPI","음식료품","180","1","0.56","67456000620"
"004415","서울식품우","KOSPI","음식료품","1769","1","0.06","3935140500"
"021050","서원","KOSPI","철강금속","1302","-32","-2.40","61811916180"
"008490","서흥","KOSPI","화학","23400","700","3.08","270717244200"
"007610","선도전기","KOSPI","전기전자","3000","0","0.00","54000000000"
"136490","선진","KOSPI","음식료품","7440","60","0.81","176920253760"
"014910","성문전자","KOSPI","전기전자","1556","28","1.83","34949292660"
"014915","성문전자우","KOSPI","전기전자","6150","-40","-0.65","3690000000"
"003080","성보화학","KOSPI","화학","2920","0","0.00","58458400000"
"004980","성신양회","KOSPI","비금속광물","8530","0","0.00","209122102690"
"004985","성신양회우","KOSPI","비금속광물","12560","-40","-0.32","9239701200"
"011300","성안","KOSPI","섬유의복","1238","-14","-1.12","87343109830"
"000180","성창기업지주","KOSPI","서비스업","2000","0","0.00","139503200000"
"002420","세기상사","KOSPI","유통업","5960","0","0.00","33130734080"
"004360","세방","KOSPI","운수창고업","12060","-40","-0.33","232862801400"
"004365","세방우","KOSPI","운수창고업","7520","40","0.53","27743160000"
"004490","세방전지","KOSPI","전기전자","79600","700","0.89","1114400000000"
"001430","세아베스틸지주","KOSPI","철강금속","23250","-650","-2.72","833794266750"
"306200","세아제강","KOSPI","철강금속","140000","2000","1.45","397082000000"
"003030","세아제강지주","KOSPI","기타금융","235000","2500","1.08","973289395000"
"019440","세아특수강","KOSPI","철강금속","13800","10","0.07","118266000000"
"058650","세아홀딩스","KOSPI","철강금속","111000","-1200","-1.07","444000000000"
"013000","세우글로벌","KOSPI","유통업","1629","15","0.93","46760495499"
"091090","세원이앤씨","KOSPI","기계","1270","0","0.00","54838923850"
"021820","세원정공","KOSPI","운수장비","8330","50","0.60","83300000000"
"067830","세이브존I&C","KOSPI","유통업","2675","0","0.00","109784394125"
"033530","세종공업","KOSPI","운수장비","5990","-60","-0.99","166647556390"
"075580","세진중공업","KOSPI","운수장비","6410","-90","-1.38","364405012960"
"068270","셀트리온","KOSPI","의약품","188200","2400","1.29","41036965208400"
"336370","솔루스첨단소재","KOSPI","전기전자","13620","330","2.48","956360225280"
"33637K","솔루스첨단소재1우","KOSPI","전기전자","2880","20","0.70","48697246080"
"33637L","솔루스첨단소재2우B","KOSPI","전기전자","4770","100","2.14","18022471920"
"248070","솔루엠","KOSPI","전기전자","25750","400","1.58","1287642938250"
"004430","송원산업","KOSPI","화학","14300","-160","-1.11","343200000000"
"126720","수산인더스트리","KOSPI","건설업","23700","300","1.28","338578200000"
"017550","수산중공업","KOSPI","기계","2135","35","1.67","133222142550"
"053210","스카이라이프","KOSPI","서비스업","5520","-20","-0.36","262326711600"
"204210","스타리츠","KOSPI","서비스업","10870","80","0.74","85077479050"
"026890","스틱인베스트먼트","KOSPI","기타금융","7360","10","0.14","306751368000"
"134790","시디즈","KOSPI","기타제조업","27400","650","2.43","54800000000"
"016590","신대양제지","KOSPI","종이목재","6470","40","0.62","260726895400"
"029530","신도리코","KOSPI","전기전자","42700","1900","4.66","430417238300"
"004970","신라교역","KOSPI","농업, 임업 및 어업","8840","160","1.84","141440000000"
"011930","신성이엔지","KOSPI","전기전자","2370","20","0.85","487860117870"
"005390","신성통상","KOSPI","유통업","1907","15","0.79","274051899730"
"004170","신세계","KOSPI","유통업","166600","1200","0.73","1640207154600"
"035510","신세계 I&C","KOSPI","서비스업","12100","-80","-0.66","208120000000"
"034300","신세계건설","KOSPI","건설업","10900","10","0.09","84590038600"
"031430","신세계인터내셔날","KOSPI","유통업","17300","630","3.78","617610000000"
"031440","신세계푸드","KOSPI","서비스업","37600","-50","-0.13","145605248000"
"006880","신송홀딩스","KOSPI","유통업","10940","570","5.50","129407706520"
"005800","신영와코루","KOSPI","섬유의복","9470","10","0.11","85230000000"
"001720","신영증권","KOSPI","증권","67200","-200","-0.30","633972192000"
"001725","신영증권우","KOSPI","증권","67300","400","0.60","471496397000"
"009270","신원","KOSPI","섬유의복","1317","21","1.62","135106230852"
"002700","신일전자","KOSPI","유통업","1844","4","0.22","131011628724"
"002870","신풍","KOSPI","유통업","811","-2","-0.25","28351505700"
"019170","신풍제약","KOSPI","의약품","16260","3590","28.33","861535937400"
"019175","신풍제약우","KOSPI","의약품","24650","5660","29.81","54230000000"
"404990","신한서부티엔디리츠","KOSPI","서비스업","4155","95","2.34","232496698020"
"293940","신한알파리츠","KOSPI","서비스업","7000","20","0.29","616700861000"
"055550","신한지주","KOSPI","기타금융","50600","-300","-0.59","25945629232600"
"004080","신흥","KOSPI","유통업","14400","-30","-0.21","136800000000"
"102280","쌍방울","KOSPI","섬유의복","269","0","0.00","70637282701"
"003410","쌍용C&E","KOSPI","비금속광물","7000","-10","-0.14","3490878776000"
"004770","써니전자","KOSPI","전기전자","2150","5","0.23","78911200600"
"403550","쏘카","KOSPI","서비스업","21250","50","0.24","696817292500"
"004920","씨아이테크","KOSPI","기타제조업","1210","12","1.00","60579609530"
"112610","씨에스윈드","KOSPI","기계","51400","-600","-1.15","2167610114200"
"308170","씨티알모빌리티","KOSPI","운수장비","9900","50","0.51","85239000000"
"008700","아남전자","KOSPI","전기전자","2035","5","0.25","156949008700"
"002790","아모레G","KOSPI","화학","27050","350","1.31","2230493769000"
"00279K","아모레G3우(전환)","KOSPI","화학","18790","90","0.48","133262438000"
"002795","아모레G우","KOSPI","화학","9690","-10","-0.10","62440131300"
"090430","아모레퍼시픽","KOSPI","화학","116100","1800","1.57","6791009319900"
"090435","아모레퍼시픽우","KOSPI","화학","34850","850","2.50","367940375500"
"002030","아세아","KOSPI","서비스업","240000","-1000","-0.41","512640960000"
"183190","아세아시멘트","KOSPI","비금속광물","10510","-50","-0.47","409449525900"
"002310","아세아제지","KOSPI","종이목재","46100","200","0.44","412894742200"
"012170","아센디오","KOSPI","서비스업","1237","-57","-4.40","128115456656"
"267850","아시아나IDT","KOSPI","서비스업","17190","-110","-0.64","190809000000"
"020560","아시아나항공","KOSPI","운수창고업","11180","40","0.36","831923521520"
"122900","아이마켓코리아","KOSPI","유통업","8690","10","0.12","290496619600"
"010780","아이에스동서","KOSPI","비금속광물","30450","1350","4.64","919193419200"
"139990","아주스틸","KOSPI","철강금속","6690","40","0.60","176965144410"
"001780","알루코","KOSPI","철강금속","3690","-30","-0.81","355768885080"
"018250","애경산업","KOSPI","화학","16310","50","0.31","430746039850"
"161000","애경케미칼","KOSPI","화학","14300","-350","-2.39","695676538700"
"011090","에넥스","KOSPI","기타제조업","490","-1","-0.20","29395904090"
"137310","에스디바이오센서","KOSPI","의료정밀","12680","1010","8.65","1578372836040"
"118000","에스메디","KOSPI","유통업","567","-4","-0.70","80954764821"
"005850","에스엘","KOSPI","운수장비","32600","-650","-1.95","1514221752000"
"010580","에스엠벡셀","KOSPI","운수장비","1696","36","2.17","188682984960"
"012750","에스원","KOSPI","서비스업","60100","-1000","-1.64","2283750597800"
"023960","에쓰씨엔지니어링","KOSPI","건설업","1604","89","5.87","52709631064"
"298690","에어부산","KOSPI","운수창고업","2780","5","0.18","324259200000"
"140910","에이리츠","KOSPI","서비스업","3130","0","0.00","13969290160"
"078520","에이블씨엔씨","KOSPI","화학","6460","-30","-0.46","168051480060"
"015260","에이엔피","KOSPI","전기전자","1250","175","16.28","56396117500"
"007460","에이프로젠","KOSPI","기계","1749","98","5.94","463200364242"
"003060","에이프로젠바이오로직스","KOSPI","의약품","202","-8","-3.81","134482447178"
"244920","에이플러스에셋","KOSPI","기타금융","3900","-40","-1.02","88170002700"
"278470","에이피알","KOSPI","화학","258500","-500","-0.19","1960561713000"
"450080","에코프로머티","KOSPI","전기전자","149800","-900","-0.60","10333985656400"
"036570","엔씨소프트","KOSPI","서비스업","191400","-300","-0.16","4201999810800"
"085310","엔케이","KOSPI","기계","906","6","0.67","72464916912"
"900140","엘브이엠씨홀딩스","KOSPI","유통업","3010","50","1.69","516481117110"
"066970","엘앤에프","KOSPI","전기전자","186100","9600","5.44","6747240297300"
"097520","엠씨넥스","KOSPI","전기전자","24800","-250","-1.00","445847753600"
"014440","영보화학","KOSPI","화학","3455","-5","-0.14","69100000000"
"111770","영원무역","KOSPI","유통업","41700","-2300","-5.23","1847788215600"
"009970","영원무역홀딩스","KOSPI","기타금융","91100","-2600","-2.77","1242202431200"
"003520","영진약품","KOSPI","의약품","2195","95","4.52","401449544545"
"000670","영풍","KOSPI","철강금속","483000","1500","0.31","889705320000"
"006740","영풍제지","KOSPI","종이목재","2185","-25","-1.13","101563493380"
"012280","영화금속","KOSPI","운수장비","911","1","0.11","47066364055"
"012160","영흥","KOSPI","철강금속","522","1","0.19","52884014184"
"015360","예스코홀딩스","KOSPI","서비스업","39800","400","1.02","238800000000"
"007310","오뚜기","KOSPI","음식료품","392500","1500","0.38","1573073275000"
"002630","오리엔트바이오","KOSPI","의약품","588","22","3.89","69726806940"
"271560","오리온","KOSPI","음식료품","90800","-400","-0.44","3589880785600"
"001800","오리온홀딩스","KOSPI","기타금융","14360","-90","-0.62","899588259920"
"011690","와이투솔루션","KOSPI","전기전자","3730","10","0.27","136422489620"
"070960","용평리조트","KOSPI","서비스업","2905","0","0.00","139827332365"
"316140","우리금융지주","KOSPI","기타금융","15200","-90","-0.59","11429631807200"
"006980","우성","KOSPI","음식료품","19630","-70","-0.36","60656700000"
"017370","우신시스템","KOSPI","기계","8430","110","1.32","154387475220"
"105840","우진","KOSPI","의료정밀","8870","-40","-0.45","180270456180"
"010400","우진아이엔에스","KOSPI","건설업","4935","-30","-0.60","37614570000"
"049800","우진플라임","KOSPI","기계","2895","50","1.76","57900000000"
"016880","웅진","KOSPI","서비스업","1225","20","1.66","97910673000"
"095720","웅진씽크빅","KOSPI","서비스업","2365","0","0.00","273171654525"
"005820","원림","KOSPI","섬유의복","18390","30","0.16","42259668300"
"010600","웰바이오텍","KOSPI","유통업","701","-183","-20.70","63737308307"
"008600","윌비스","KOSPI","유통업","527","-3","-0.57","35433392553"
"033270","유나이티드제약","KOSPI","의약품","23600","-50","-0.21","383377799200"
"014830","유니드","KOSPI","화학","70900","100","0.14","479822840000"
"446070","유니드비티플러스","KOSPI","종이목재","4995","5","0.10","53003018925"
"000910","유니온","KOSPI","비금속광물","5210","0","0.00","81336534990"
"047400","유니온머티리얼","KOSPI","비금속광물","2805","35","1.26","117810000000"
"011330","유니켐","KOSPI","기타제조업","1961","-8","-0.41","189686312219"
"077500","유니퀘스트","KOSPI","유통업","8000","-110","-1.36","174352120000"
"002920","유성기업","KOSPI","운수장비","2785","0","0.00","72263787500"
"000700","유수홀딩스","KOSPI","서비스업","5670","10","0.18","147657074040"
"003470","유안타증권","KOSPI","증권","2775","5","0.18","553880498400"
"003475","유안타증권우","KOSPI","증권","2835","-10","-0.35","36606121020"
"072130","유엔젤","KOSPI","서비스업","3625","-5","-0.14","47833520750"
"000220","유유제약","KOSPI","의약품","5220","110","2.15","88908872220"
"000225","유유제약1우","KOSPI","의약품","5620","50","0.90","12740146600"
"000227","유유제약2우B","KOSPI","의약품","11970","-70","-0.58","3896953200"
"001200","유진투자증권","KOSPI","증권","4130","60","1.47","400058306340"
"000100","유한양행","KOSPI","의약품","76300","0","0.00","6119951583200"
"000105","유한양행우","KOSPI","의약품","64900","200","0.31","76643006000"
"003460","유화증권","KOSPI","증권","2290","0","0.00","129848530350"
"003465","유화증권우","KOSPI","증권","2300","0","0.00","40195777500"
"008730","율촌화학","KOSPI","화학","42750","800","1.91","1060200000000"
"008250","이건산업","KOSPI","종이목재","5780","-40","-0.69","63306230300"
"025820","이구산업","KOSPI","철강금속","4450","-210","-4.51","148816900000"
"214320","이노션","KOSPI","서비스업","22200","350","1.60","888000000000"
"088260","이리츠코크렙","KOSPI","서비스업","4925","-10","-0.20","311957330750"
"139480","이마트","KOSPI","유통업","69400","0","0.00","1934581838600"
"457190","이수스페셜티케미컬","KOSPI","화학","386500","17000","4.60","2164335068000"
"007660","이수페타시스","KOSPI","전기전자","37650","50","0.13","2381227675350"
"005950","이수화학","KOSPI","화학","13880","-190","-1.35","315391617320"
"015020","이스타코","KOSPI","서비스업","720","3","0.42","30853152000"
"093230","이아이디","KOSPI","유통업","1392","0","0.00","354103029120"
"074610","이엔플러스","KOSPI","기계","3160","245","8.40","220873101160"
"102460","이연제약","KOSPI","의약품","16120","70","0.44","299619393320"
"084680","이월드","KOSPI","기타제조업","2000","-15","-0.74","283612386000"
"350520","이지스레지던스리츠","KOSPI","서비스업","3910","45","1.16","110882192470"
"334890","이지스밸류리츠","KOSPI","서비스업","4655","25","0.54","239469348195"
"000760","이화산업","KOSPI","유통업","15960","-30","-0.19","44688000000"
"014990","인디에프","KOSPI","섬유의복","724","-1","-0.14","54381808380"
"101140","인바이오젠","KOSPI","유통업","9340","0","0.00","93812977440"
"006490","인스코비","KOSPI","통신업","1237","59","5.01","143739585550"
"023800","인지컨트롤스","KOSPI","운수장비","7930","-160","-1.98","125366932210"
"034590","인천도시가스","KOSPI","전기가스업","25450","50","0.20","111337489300"
"129260","인터지스","KOSPI","운수창고업","2310","0","0.00","68717588940"
"023810","인팩","KOSPI","운수장비","10290","-20","-0.19","102900000000"
"249420","일동제약","KOSPI","의약품","16870","850","5.31","473414391870"
"000230","일동홀딩스","KOSPI","의약품","9520","270","2.92","109864608000"
"013360","일성건설","KOSPI","건설업","1320","12","0.92","71312841600"
"003120","일성신약","KOSPI","의약품","22850","200","0.88","303905000000"
"003200","일신방직","KOSPI","섬유의복","9250","110","1.20","215340000000"
"007110","일신석재","KOSPI","유통업","1071","11","1.04","82956029310"
"007570","일양약품","KOSPI","의약품","14590","300","2.10","278459837760"
"007575","일양약품우","KOSPI","의약품","15000","90","0.60","6676200000"
"008500","일정실업","KOSPI","섬유의복","13010","-1990","-13.27","15612000000"
"081000","일진다이아","KOSPI","화학","14190","190","1.36","201540215250"
"020760","일진디스플","KOSPI","전기전자","980","28","2.94","50483466180"
"103590","일진전기","KOSPI","전기전자","19100","500","2.69","910790949000"
"271940","일진하이솔루스","KOSPI","운수장비","24300","50","0.21","882410517000"
"015860","일진홀딩스","KOSPI","기타금융","4425","-75","-1.67","218362612275"
"226320","잇츠한불","KOSPI","화학","11890","190","1.62","260739555350"
"317400","자이에스앤디","KOSPI","서비스업","4300","75","1.78","166764836000"
"033240","자화전자","KOSPI","전기전자","25000","-800","-3.10","553896750000"
"000950","전방","KOSPI","섬유의복","22500","-650","-2.81","37800000000"
"348950","제이알글로벌리츠","KOSPI","서비스업","4140","45","1.10","817136640000"
"194370","제이에스코퍼레이션","KOSPI","기타제조업","17080","-80","-0.47","227772065080"
"025620","제이준코스메틱","KOSPI","화학","6610","-50","-0.75","29644832060"
"030000","제일기획","KOSPI","서비스업","18410","-80","-0.43","2117908952250"
"271980","제일약품","KOSPI","의약품","16900","-70","-0.41","248512336800"
"001560","제일연마","KOSPI","비금속광물","8610","-90","-1.03","86100000000"
"002620","제일파마홀딩스","KOSPI","서비스업","10990","-140","-1.26","175547171450"
"006220","제주은행","KOSPI","은행","12500","-170","-1.34","401609675000"
"089590","제주항공","KOSPI","운수창고업","10840","140","1.31","874148277400"
"004910","조광페인트","KOSPI","화학","5860","-90","-1.51","75008000000"
"004700","조광피혁","KOSPI","기타제조업","52300","-1000","-1.88","347749917400"
"001550","조비","KOSPI","화학","13120","90","0.69","68122175680"
"462520","조선내화","KOSPI","비금속광물","18120","-160","-0.88","214815644160"
"120030","조선선재","KOSPI","기계","98500","600","0.61","123878623500"
"018470","조일알미늄","KOSPI","철강금속","2020","-5","-0.25","255796076420"
"002600","조흥","KOSPI","음식료품","172500","1200","0.70","103500000000"
"185750","종근당","KOSPI","의약품","109300","300","0.28","1439964106000"
"063160","종근당바이오","KOSPI","의약품","25100","500","2.03","137697646200"
"001630","종근당홀딩스","KOSPI","의약품","62500","600","0.97","313116312500"
"109070","주성코퍼레이션","KOSPI","전기전자","4100","0","0.00","216521943000"
"044380","주연테크","KOSPI","전기전자","500","-2","-0.40","29599622000"
"013890","지누스","KOSPI","기타제조업","13370","170","1.29","277229677480"
"013870","지엠비코리아","KOSPI","운수장비","4330","0","0.00","82582972400"
"071320","지역난방공사","KOSPI","전기가스업","38150","-350","-0.91","441729083600"
"088790","진도","KOSPI","유통업","2140","55","2.64","26638172160"
"003780","진양산업","KOSPI","화학","6970","420","6.41","90610000000"
"010640","진양폴리","KOSPI","화학","7540","830","12.37","75400000000"
"100250","진양홀딩스","KOSPI","화학","3300","10","0.30","184454463600"
"051630","진양화학","KOSPI","화학","3330","250","8.12","52614000000"
"272450","진에어","KOSPI","운수창고업","11930","230","1.97","622746000000"
"011000","진원생명과학","KOSPI","의약품","2685","120","4.68","210702198645"
"002780","진흥기업","KOSPI","건설업","1006","1","0.10","146344575470"
"002787","진흥기업2우B","KOSPI","건설업","12410","-20","-0.16","3658567280"
"002785","진흥기업우B","KOSPI","건설업","4230","30","0.71","3626032140"
"009310","참엔지니어링","KOSPI","기계","507","-7","-1.36","43027781433"
"000650","천일고속","KOSPI","운수창고업","48500","300","0.62","69317170000"
"012600","청호ICT","KOSPI","기계","2490","0","0.00","116119947330"
"033250","체시스","KOSPI","운수장비","1365","-60","-4.21","43680000000"
"035720","카카오","KOSPI","서비스업","53600","0","0.00","23860219560000"
"323410","카카오뱅크","KOSPI","은행","28100","-150","-0.53","13401483949700"
"377300","카카오페이","KOSPI","기타금융","39400","-100","-0.25","5292924804200"
"006380","카프로","KOSPI","화학","732","0","0.00","29280000000"
"001620","케이비아이동국실업","KOSPI","운수장비","571","-14","-2.39","63548320701"
"029460","케이씨","KOSPI","의료정밀","23300","1950","9.13","315809225200"
"281820","케이씨텍","KOSPI","의료정밀","41650","-2450","-5.56","868883807400"
"381970","케이카","KOSPI","유통업","13330","330","2.54","642267033090"
"145270","케이탑리츠","KOSPI","서비스업","1035","1","0.10","49742901090"
"417310","코람코더원리츠","KOSPI","서비스업","5030","70","1.41","203212000000"
"357120","코람코라이프인프라리츠","KOSPI","서비스업","5090","30","0.59","450640472660"
"007815","코리아써우","KOSPI","전기전자","6820","-140","-2.01","20219185800"
"007810","코리아써키트","KOSPI","전기전자","18100","-660","-3.52","427535593100"
"00781K","코리아써키트2우B","KOSPI","전기전자","7340","10","0.14","5752350660"
"003690","코리안리","KOSPI","보험","8510","160","1.92","1407277646260"
"192820","코스맥스","KOSPI","화학","113500","2700","2.44","1288169271500"
"044820","코스맥스비티아이","KOSPI","기타금융","9770","-130","-1.31","93830308170"
"005070","코스모신소재","KOSPI","화학","169200","-300","-0.18","5500819915200"
